id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,67.5,no_of_special_requests,booking_status
10360,2,0,0,2,0,0,1,10,2018,6,28,1,0,0,0,91.48,2,0
10361,2,0,0,3,0,0,0,151,2018,10,6,1,0,0,0,94.5,1,0
10362,2,0,2,3,1,0,0,103,2018,7,18,1,0,0,0,86.7,0,1
10363,2,0,2,1,0,0,0,280,2018,12,31,0,0,0,0,115.2,0,1
10364,2,0,0,3,0,0,0,274,2018,9,27,1,0,0,0,108.3,1,1
10365,2,0,0,3,0,0,0,142,2018,8,22,1,0,0,0,139.0,1,1
10366,3,0,1,2,0,1,1,7,2018,2,12,1,0,0,0,121.5,2,0
10367,2,1,0,3,0,0,0,84,2018,7,20,1,0,0,0,137.7,0,1
10368,3,0,1,2,0,0,1,169,2018,8,25,1,0,0,0,85.0,0,1
10369,2,0,0,3,0,0,0,146,2017,12,29,0,0,0,0,120.0,0,0
10370,1,0,2,2,0,0,0,180,2018,10,10,0,0,0,0,118.15,0,1
10371,3,0,1,0,0,0,0,19,2018,9,12,0,0,0,0,64.0,0,0
10372,2,0,0,3,0,0,0,8,2018,2,16,0,0,0,0,95.0,0,0
10373,2,0,2,1,0,0,0,44,2018,4,23,0,0,0,0,95.0,1,0
10374,2,0,0,1,0,0,0,146,2018,4,26,1,0,0,0,101.5,0,1
10375,2,0,2,2,2,0,0,39,2017,8,14,0,0,0,0,60.59,0,0
10376,2,0,1,3,0,0,0,122,2018,12,18,1,0,0,0,220.0,0,0
10377,1,0,1,2,0,0,4,101,2018,6,3,1,0,0,0,72.9,0,1
10378,1,0,0,2,0,0,0,45,2018,2,19,1,0,0,0,126.9,0,1
10379,2,0,0,3,0,0,1,163,2018,9,2,1,0,0,0,105.83,0,1
10380,2,0,0,4,0,0,0,122,2018,7,12,1,0,0,0,106.25,2,0
10381,2,1,2,3,0,0,0,215,2018,10,28,1,0,0,0,85.5,2,0
10382,2,0,1,0,1,0,0,145,2018,6,27,1,0,0,0,80.75,1,1
10383,2,0,1,2,0,0,0,109,2018,4,25,0,0,0,0,156.0,0,0
10384,1,0,0,1,0,0,1,5,2018,7,17,1,0,0,0,95.63,0,1
10385,2,0,2,2,0,0,0,238,2018,9,3,1,0,0,0,55.74,1,1
10386,1,0,2,5,0,0,0,2,2018,2,14,0,0,0,0,76.5,1,0
10387,0,0,1,1,0,0,2,221,2018,10,31,1,0,0,0,68.0,2,1
10388,2,0,1,4,0,0,0,32,2018,12,27,0,0,0,0,108.9,0,0
10389,2,0,1,2,0,0,0,193,2018,10,24,1,0,0,0,130.0,1,1
10390,2,0,0,3,0,0,0,48,2018,9,14,0,0,0,0,96.9,0,0
10391,3,0,2,6,0,0,0,132,2018,7,12,0,0,0,0,132.05,2,0
10392,1,0,2,2,1,0,0,28,2018,8,14,1,0,0,0,149.4,0,1
10393,2,0,2,7,0,0,1,103,2018,9,13,1,0,0,0,135.9,1,1
10394,2,0,2,4,0,1,0,84,2018,7,6,1,0,0,0,211.5,0,0
10395,2,2,0,4,0,0,3,1,2018,6,9,1,0,0,0,95.0,0,1
10396,1,0,0,2,0,0,0,192,2018,6,24,0,0,0,0,75.0,0,0
10397,2,0,0,2,0,0,0,104,2018,5,6,0,0,0,0,109.8,0,1
10398,1,0,0,1,0,0,1,205,2018,8,10,1,0,0,0,93.5,0,1
10399,2,0,2,4,0,0,0,164,2017,9,9,1,0,0,0,95.0,0,0
10400,2,0,0,1,0,0,0,174,2018,10,10,0,0,0,0,85.0,0,1
10401,2,0,0,1,0,0,0,43,2018,10,13,0,0,0,0,143.1,0,0
10402,2,1,1,3,0,0,0,37,2018,5,26,1,0,0,0,130.05,2,0
10403,3,0,1,3,0,0,1,32,2018,4,12,1,0,0,0,157.0,0,1
10404,3,0,0,1,0,1,1,27,2018,6,1,1,0,0,0,112.2,1,0
10405,2,0,1,1,0,0,1,64,2018,4,18,1,0,0,0,148.5,0,0
10406,2,0,3,7,2,0,1,66,2018,4,9,1,0,0,0,98.67,0,1
10407,2,1,2,1,0,0,1,14,2017,10,25,0,0,0,0,110.0,1,0
10408,2,0,1,3,0,0,0,280,2018,9,19,1,0,0,0,76.5,0,1
10409,2,0,2,3,0,0,0,207,2017,8,13,1,0,0,0,120.0,2,0
10410,2,0,0,2,0,0,0,317,2018,9,23,0,0,0,0,71.87,0,1
10411,1,0,3,7,0,0,0,12,2018,11,12,1,0,0,0,75.0,1,1
10412,2,0,2,2,0,0,0,60,2018,8,25,0,0,0,0,0.0,0,0
10413,1,0,0,2,0,0,1,3,2017,11,10,1,0,0,0,77.51,2,0
10414,2,0,2,4,0,0,2,208,2018,6,19,1,0,0,0,137.7,0,0
10415,2,1,0,3,0,0,1,160,2018,7,14,1,0,0,0,130.0,1,1
10416,3,0,2,1,0,0,1,19,2018,11,3,1,0,0,0,131.36,1,0
10417,3,0,4,9,0,0,0,174,2018,7,7,1,0,0,0,202.05,0,1
10418,1,2,1,3,0,0,3,32,2018,10,27,1,0,0,0,76.5,1,1
10419,2,0,0,1,0,0,2,181,2018,8,6,1,0,0,0,105.0,2,1
10420,2,0,0,3,0,0,0,37,2018,10,10,0,0,0,0,65.0,1,0
10421,1,0,0,2,0,0,0,7,2018,3,25,2,1,0,16,161.67,1,0
10422,2,0,0,3,0,0,0,207,2018,12,30,0,0,0,0,95.4,0,0
10423,2,0,1,2,1,0,0,203,2018,6,6,1,0,0,0,129.6,0,1
10424,2,0,1,3,0,0,0,142,2018,9,10,1,0,0,0,58.9,1,1
10425,2,0,1,2,0,0,0,87,2017,7,26,1,0,0,0,127.22,1,0
10426,2,0,0,4,0,0,1,94,2018,7,26,1,0,0,0,118.8,0,1
10427,2,0,1,3,0,0,0,99,2018,10,10,1,0,0,0,130.0,0,1
10428,1,0,0,2,0,0,0,14,2017,10,15,0,0,0,0,70.0,0,0
10429,2,0,2,1,0,0,0,226,2018,10,29,0,0,0,0,85.5,0,1
10430,2,0,2,1,0,0,0,44,2018,5,19,0,0,0,0,90.0,0,0
10431,2,0,1,2,0,0,0,198,2018,9,9,1,0,0,0,102.3,0,1
10432,2,0,0,2,0,0,1,86,2018,4,26,1,0,0,0,90.9,1,0
10433,2,0,0,2,0,0,0,181,2018,10,28,1,0,0,0,72.25,2,1
10434,2,0,1,4,0,0,0,103,2018,7,19,0,0,0,0,69.84,1,0
10435,1,0,1,4,0,0,0,77,2018,2,23,1,0,0,0,75.0,1,0
10436,1,0,0,1,0,0,0,14,2018,11,16,0,0,0,0,64.64,0,0
10437,1,0,2,1,0,0,0,79,2018,2,18,1,0,0,0,69.0,0,0
10438,1,0,0,2,0,0,0,2,2018,2,25,0,0,0,0,130.0,0,0
10439,3,0,2,2,0,0,1,16,2018,5,29,1,0,0,0,89.25,1,0
10440,2,0,2,3,0,0,0,169,2017,8,11,1,0,0,0,89.25,0,1
10441,2,0,2,2,0,0,0,99,2017,10,10,1,0,0,0,90.0,0,1
10442,1,0,1,1,0,0,0,247,2018,6,6,0,0,0,0,84.15,1,0
10443,2,0,2,2,0,0,0,278,2018,12,23,1,0,0,0,60.0,1,0
10444,2,0,0,3,0,0,1,52,2017,12,19,0,0,0,0,109.8,1,0
10445,2,0,0,4,0,0,1,161,2018,8,26,1,0,0,0,187.5,0,1
10446,2,2,0,1,0,0,3,163,2018,7,23,1,0,0,0,160.8,1,1
10447,2,2,0,1,0,0,3,4,2018,12,3,1,0,0,0,171.9,0,0
10448,2,0,1,3,0,0,0,90,2018,11,7,1,0,0,0,119.75,1,0
10449,2,0,0,4,0,0,1,56,2018,4,13,1,0,0,0,81.9,0,1
10450,1,0,0,1,0,0,0,209,2018,12,27,1,0,0,0,108.11,2,0
10451,1,0,0,1,0,0,1,37,2018,5,21,1,0,0,0,80.75,1,0
10452,2,0,1,5,0,0,0,144,2018,6,19,0,0,0,0,159.33,0,0
10453,3,0,0,3,0,0,1,6,2018,3,1,1,0,0,0,104.58,0,1
10454,3,0,2,4,0,0,0,35,2017,12,26,1,0,0,0,112.0,1,0
10455,1,0,0,2,0,0,0,7,2018,5,5,0,0,0,0,95.0,0,0
10456,1,0,0,1,0,0,0,6,2018,6,20,0,0,0,0,126.9,0,0
10457,3,0,2,2,0,0,1,61,2018,6,17,1,0,0,0,171.9,1,0
10458,2,2,1,1,0,0,3,41,2018,10,8,1,0,0,0,96.3,0,1
10459,2,0,2,1,0,0,0,249,2018,10,2,1,0,0,0,153.0,0,1
10460,2,2,2,2,0,0,3,34,2017,8,25,1,0,0,0,96.62,2,0
10461,2,0,0,4,0,0,0,201,2018,8,9,1,0,0,0,109.8,3,0
10462,2,1,2,0,0,0,0,153,2018,10,24,1,0,0,0,163.8,0,1
10463,2,0,0,2,0,0,1,141,2018,9,18,1,0,0,0,178.0,2,0
10464,2,1,2,0,2,0,0,6,2018,7,9,1,0,0,0,78.3,0,0
10465,2,0,2,1,0,0,0,265,2018,11,20,1,0,0,0,115.0,0,1
10466,2,0,0,2,0,0,0,256,2018,8,15,1,0,0,0,90.0,1,1
10467,2,0,0,2,2,0,0,320,2018,8,18,1,0,0,0,60.0,0,1
10468,2,0,1,2,0,0,1,56,2017,11,18,0,0,0,0,76.67,1,0
10469,1,0,1,2,0,0,0,256,2017,9,14,0,0,0,0,101.72,0,0
10470,2,0,1,5,0,0,1,56,2018,3,28,0,0,0,0,160.0,0,0
10471,2,0,1,1,2,0,0,315,2018,9,30,0,0,0,0,109.0,0,0
10472,2,0,0,2,2,0,0,256,2017,9,15,0,0,0,0,90.0,0,1
10473,1,0,0,2,0,0,0,6,2018,6,8,0,0,0,0,143.7,0,0
10474,3,0,0,2,0,0,1,159,2018,8,17,1,0,0,0,80.75,1,1
10475,2,0,1,2,0,0,0,129,2018,10,27,0,0,0,0,103.5,0,0
10476,2,0,1,2,2,0,0,185,2018,12,16,1,0,0,0,112.0,1,1
10477,2,0,1,1,2,0,0,7,2017,10,21,0,0,0,0,0.0,0,0
10478,1,0,0,1,0,0,0,8,2018,2,10,4,1,0,8,224.1,2,0
10479,2,0,1,2,2,0,0,33,2018,9,26,1,0,0,0,87.0,0,0
10480,1,0,0,2,0,0,0,55,2017,9,18,0,0,0,0,115.2,0,0
10481,2,1,0,3,0,0,0,34,2018,3,24,0,0,0,0,60.0,0,0
10482,2,0,2,1,0,0,1,1,2017,12,27,0,0,0,0,179.0,1,0
10483,2,0,0,1,2,0,1,9,2018,9,16,1,0,0,0,72.25,1,0
10484,2,0,0,3,1,0,0,104,2018,4,17,1,0,0,0,198.9,1,1
10485,2,2,1,1,0,0,3,61,2018,5,16,1,0,0,0,132.3,2,0
10486,3,0,0,2,0,0,1,65,2018,6,21,1,0,0,0,168.3,2,0
10487,3,0,0,1,0,0,0,71,2018,9,22,1,0,0,0,85.5,0,0
10488,2,0,1,2,1,0,0,180,2018,8,26,1,0,0,0,67.5,0,1
10489,2,0,0,2,1,0,0,211,2018,12,16,1,0,0,0,163.8,0,1
10490,2,0,0,2,0,0,0,141,2018,9,23,1,0,0,0,116.75,2,0
10491,2,0,0,3,0,0,0,15,2017,9,9,0,0,0,0,112.5,0,0
10492,2,1,0,1,0,0,0,208,2018,7,29,1,0,0,0,90.0,1,1
10493,2,0,0,2,0,0,0,265,2018,6,24,0,0,0,0,95.0,0,1
10494,2,0,2,2,0,0,0,146,2018,4,24,0,0,0,0,60.0,0,0
10495,3,0,0,3,0,0,0,73,2018,12,22,0,0,0,0,65.66,1,0
10496,0,2,2,3,0,0,2,184,2018,2,17,1,0,0,0,87.0,0,1
10497,2,0,2,2,0,0,0,115,2018,2,27,0,0,0,0,88.5,0,0
10498,2,0,2,2,0,0,0,7,2017,10,11,0,0,0,0,88.4,0,0
10499,2,0,1,2,0,0,0,111,2018,12,22,1,0,0,0,200.0,1,0
10500,1,0,0,1,0,0,0,0,2017,9,30,1,0,0,0,0.0,0,0
10501,1,0,0,1,0,0,1,0,2018,3,19,4,0,0,0,89.25,2,0
10502,2,0,2,3,0,0,0,223,2017,9,3,1,0,0,0,72.25,0,1
10503,2,0,2,2,0,0,0,133,2018,7,20,0,0,0,0,164.0,1,0
10504,2,0,1,1,0,0,1,15,2018,9,28,1,0,0,0,227.9,1,0
10505,2,2,2,5,0,0,3,21,2018,10,4,1,0,0,0,61.0,0,1
10506,1,0,2,0,0,0,0,116,2018,2,28,0,0,0,0,55.96,0,1
10507,1,0,2,7,0,0,0,93,2017,7,31,1,0,0,0,110.0,0,1
10508,1,0,2,1,0,0,0,163,2018,4,8,0,0,0,0,105.25,0,1
10509,0,1,0,1,0,0,2,6,2017,12,10,1,0,0,0,159.3,1,0
10510,2,2,0,1,0,0,3,37,2018,3,25,1,0,0,0,168.3,1,0
10511,3,0,0,2,0,0,1,81,2018,6,9,1,0,0,0,79.29,0,1
10512,0,2,2,5,0,0,2,251,2018,12,31,1,0,0,0,130.0,0,0
10513,1,0,0,2,0,0,0,28,2017,10,9,0,0,0,0,162.0,0,0
10514,3,0,0,1,0,0,1,2,2018,5,8,1,0,0,0,37.5,2,0
10515,1,0,0,3,0,0,0,122,2018,4,15,0,0,0,0,80.0,0,0
10516,2,0,0,3,0,0,0,44,2018,5,17,0,0,0,0,109.65,0,0
10517,1,0,2,2,1,0,0,110,2018,9,10,1,0,0,0,114.63,0,0
10518,2,0,2,7,0,0,1,194,2018,7,16,1,0,0,0,65.0,1,1
10519,1,0,0,1,0,0,0,42,2017,10,15,0,0,0,0,75.0,0,0
10520,2,0,0,2,0,0,0,73,2018,11,26,0,0,0,0,99.45,0,0
10521,2,0,0,3,0,0,0,164,2018,8,6,1,0,0,0,104.5,0,1
10522,2,0,2,1,1,0,0,101,2018,8,9,1,0,0,0,96.67,3,0
10523,1,0,1,5,0,0,0,349,2018,10,4,0,0,0,0,90.95,0,1
10524,2,0,1,3,0,0,0,219,2017,8,22,1,0,0,0,88.4,0,1
10525,2,0,2,3,0,0,0,115,2018,12,22,1,0,0,0,91.2,0,1
10526,2,0,0,1,0,0,0,1,2017,9,8,0,0,0,0,61.0,0,1
10527,1,0,2,1,0,0,0,116,2018,2,28,1,0,0,0,99.9,0,1
10528,1,0,0,1,0,0,0,47,2018,4,12,1,0,0,0,132.3,0,1
10529,2,0,2,5,0,0,1,129,2018,10,20,1,0,0,0,63.75,0,1
10530,2,0,1,2,0,0,1,8,2017,12,16,1,0,0,0,76.5,0,0
10531,2,0,0,3,0,0,0,119,2017,8,24,1,0,0,0,72.0,1,0
10532,2,0,1,1,0,0,0,290,2018,6,17,0,0,0,0,71.33,0,0
10533,2,1,0,3,0,0,0,50,2017,12,31,0,0,0,0,90.95,0,0
10534,2,0,0,3,0,0,1,80,2018,10,5,0,0,0,0,86.9,0,0
10535,2,0,2,2,1,0,0,131,2018,8,21,1,0,0,0,136.62,1,0
10536,2,2,0,4,0,0,2,57,2018,4,29,1,0,0,0,132.6,0,1
10537,2,0,2,3,0,0,1,98,2018,5,21,1,0,0,0,138.6,2,1
10538,2,0,2,3,2,0,0,96,2018,10,11,1,0,0,0,75.0,2,0
10539,1,0,0,0,0,0,0,43,2017,10,13,0,0,0,0,90.0,0,0
10540,2,0,0,3,0,0,0,157,2018,12,8,1,0,0,0,72.25,2,0
10541,2,0,0,2,0,0,0,91,2018,10,4,0,0,0,0,132.88,0,0
10542,3,0,2,5,0,0,1,144,2018,7,28,1,0,0,0,90.6,0,1
10543,2,0,1,2,0,0,0,3,2017,9,5,0,0,0,0,153.0,0,0
10544,2,0,1,1,2,0,0,145,2018,8,29,1,0,0,0,85.5,0,0
10545,1,0,0,1,0,0,0,79,2018,4,28,1,0,0,0,78.54,2,0
10546,2,0,1,2,0,0,1,41,2017,10,14,1,0,0,0,67.0,0,0
10547,2,0,1,0,0,0,0,263,2017,9,22,0,0,0,0,149.4,0,1
10548,2,0,1,2,0,0,1,39,2018,9,15,1,0,0,0,91.48,0,1
10549,2,0,2,3,1,0,0,151,2018,8,21,1,0,0,0,108.0,1,0
10550,1,0,1,2,1,0,0,164,2018,10,17,1,0,0,0,108.0,0,1
10551,2,0,0,1,1,0,0,113,2018,10,16,1,0,0,0,99.45,1,1
10552,2,0,1,3,0,0,0,160,2018,5,20,1,0,0,0,137.14,1,0
10553,2,1,2,2,0,0,0,44,2018,4,29,1,0,0,0,127.6,0,1
10554,2,2,0,1,0,0,2,11,2018,9,2,1,0,0,0,95.0,1,0
10555,1,0,0,3,0,0,0,29,2017,10,31,0,0,0,0,65.0,0,0
10556,1,0,2,3,0,0,0,1,2017,9,20,2,1,3,43,104.4,0,0
10557,2,0,2,2,0,0,1,77,2018,10,29,1,0,0,0,100.0,0,0
10558,2,0,1,3,0,0,0,285,2018,10,3,0,0,0,0,118.0,1,0
10559,2,1,0,2,0,1,0,6,2018,3,23,1,0,0,0,115.0,1,0
10560,2,0,2,1,0,0,0,163,2018,10,16,0,0,0,0,168.3,0,1
10561,3,0,1,2,0,0,1,89,2018,9,19,1,0,0,0,75.0,2,0
10562,2,0,1,1,0,0,0,60,2018,9,21,0,0,0,0,116.1,0,0
10563,2,0,0,3,1,0,0,118,2018,6,3,1,0,0,0,139.5,1,0
10564,2,0,2,3,0,0,1,130,2018,9,29,1,0,0,0,99.45,2,0
10565,2,0,1,3,0,0,0,165,2018,8,13,1,0,0,0,181.0,1,0
10566,3,0,1,1,0,0,4,26,2018,7,11,0,0,0,0,99.0,0,0
10567,2,0,0,4,1,0,0,152,2018,7,7,1,0,0,0,122.45,1,0
10568,2,1,2,2,0,0,0,38,2018,12,17,1,0,0,0,168.3,0,1
10569,3,0,1,4,0,0,1,49,2018,8,15,1,0,0,0,80.75,0,1
10570,2,0,2,4,1,0,0,228,2018,8,27,1,0,0,0,0.0,0,1
10571,1,0,0,2,0,0,0,7,2018,1,31,4,1,11,5,65.0,1,0
10572,2,0,1,2,0,0,0,81,2018,3,19,0,0,0,0,123.3,0,0
10573,3,0,2,0,0,0,1,104,2018,10,25,1,0,0,0,108.0,2,0
10574,2,0,1,0,1,0,0,102,2018,10,9,1,0,0,0,120.0,0,1
10575,1,0,0,4,0,0,0,69,2018,6,12,1,0,0,0,126.0,1,0
10576,3,0,2,2,0,0,1,56,2018,11,6,1,0,0,0,90.95,1,0
10577,2,0,2,3,0,0,1,29,2018,4,14,0,0,0,0,95.0,0,0
10578,2,0,2,1,0,0,0,80,2018,12,30,0,0,0,0,100.0,0,0
10579,2,0,1,2,0,0,0,302,2018,9,16,1,0,0,0,80.75,0,0
10580,2,0,0,3,0,0,0,78,2018,4,26,0,0,0,0,110.0,0,0
10581,1,0,0,2,0,0,0,166,2018,11,1,0,0,0,0,64.37,0,1
10582,2,1,2,1,1,0,0,52,2018,3,27,1,0,0,0,90.95,1,0
10583,2,0,2,2,0,0,0,155,2018,6,26,1,0,0,0,74.8,1,0
10584,2,0,4,6,1,0,0,24,2018,12,12,1,0,0,0,80.75,1,0
10585,2,0,1,2,0,0,0,86,2018,5,5,0,0,0,0,150.3,0,0
10586,3,0,1,4,0,0,1,104,2018,8,12,1,0,0,0,127.8,0,1
10587,2,1,1,4,0,0,0,141,2018,8,15,1,0,0,0,80.0,1,0
10588,1,0,0,2,2,0,0,102,2018,4,19,0,0,0,0,63.58,0,1
10589,2,0,1,3,0,0,0,10,2018,3,10,0,0,0,0,68.0,0,0
10590,2,0,0,3,0,0,0,157,2018,12,22,0,0,0,0,130.0,0,0
10591,3,0,1,2,0,0,1,14,2018,10,29,1,0,0,0,62.0,2,0
10592,1,0,0,1,0,0,0,7,2017,12,30,0,0,0,0,112.0,2,0
10593,2,0,1,1,2,0,0,7,2017,10,30,0,0,0,0,121.8,0,0
10594,3,0,0,1,0,0,0,186,2018,7,30,1,0,0,0,70.0,1,1
10595,2,0,0,1,0,0,0,174,2018,12,10,0,0,0,0,120.0,0,0
10596,2,0,0,1,0,0,0,1,2018,6,8,0,0,0,0,120.0,0,0
10597,1,0,1,0,0,0,0,0,2018,10,9,0,0,0,0,55.0,0,0
10598,2,0,0,2,0,0,1,56,2018,3,20,2,0,0,0,140.4,0,0
10599,2,0,1,2,0,0,1,91,2018,5,18,1,0,0,0,94.5,1,0
10600,2,0,0,2,1,0,0,152,2018,7,27,1,0,0,0,0.0,1,0
10601,2,0,0,1,0,0,2,4,2017,12,9,4,0,0,0,100.0,0,0
10602,1,0,1,0,0,0,0,180,2018,10,16,0,0,0,0,75.0,0,1
10603,2,0,0,3,0,0,1,60,2017,12,29,0,0,0,0,63.75,1,0
10604,2,0,1,3,1,0,0,57,2018,3,10,1,0,0,0,102.85,1,0
10605,2,0,1,2,0,0,0,213,2018,10,5,1,0,0,0,84.15,0,1
10606,2,0,1,3,0,0,0,127,2018,12,29,0,0,0,0,176.0,2,0
10607,2,0,0,2,0,0,1,1,2018,5,26,1,0,0,0,106.2,1,0
10608,2,0,1,2,0,0,0,254,2018,9,29,1,0,0,0,171.0,0,1
10609,2,1,1,1,0,0,0,10,2018,8,8,1,0,0,0,99.0,0,1
10610,2,0,0,2,0,0,1,1,2018,7,11,0,0,0,0,92.83,1,0
10611,2,0,2,2,0,0,0,101,2018,6,18,1,0,0,0,138.25,1,0
10612,2,0,2,7,0,0,0,5,2018,2,13,1,0,0,0,89.0,0,0
10613,1,0,0,3,0,0,0,304,2018,11,3,0,0,0,0,120.0,0,1
10614,1,0,0,1,0,0,0,0,2018,10,9,0,0,0,0,68.0,0,0
10615,1,0,0,1,0,0,0,112,2017,7,22,1,0,0,0,113.4,1,0
10616,2,0,2,2,0,0,0,179,2018,9,3,1,0,0,0,96.3,0,1
10617,2,0,0,1,0,0,0,216,2018,8,5,1,0,0,0,119.0,0,0
10618,3,0,0,4,0,0,1,77,2018,12,7,1,0,0,0,105.3,1,0
10619,2,0,0,1,0,0,0,131,2018,8,10,1,0,0,0,70.0,0,1
10620,1,0,0,1,0,0,0,1,2017,11,10,0,0,0,0,103.5,0,0
10621,0,2,0,3,0,0,2,101,2018,7,14,1,0,0,0,90.95,2,0
10622,2,0,1,4,0,0,0,155,2018,6,30,1,0,0,0,80.0,1,0
10623,2,0,0,2,0,0,2,103,2018,4,19,0,0,0,0,68.0,0,0
10624,2,0,0,2,0,0,0,7,2017,12,24,0,0,0,0,89.0,0,0
10625,1,0,0,1,0,0,0,37,2018,4,20,2,0,0,0,85.5,0,1
10626,2,0,2,1,0,0,0,38,2018,9,19,0,0,0,0,75.0,0,0
10627,2,0,1,2,0,0,0,46,2018,11,14,0,0,0,0,121.37,0,0
10628,2,0,2,5,0,0,0,108,2018,7,24,1,0,0,0,115.0,1,0
10629,2,0,1,2,2,0,0,256,2018,10,15,0,0,0,0,130.05,1,1
10630,3,0,2,4,0,0,1,155,2018,8,5,1,0,0,0,130.5,1,1
10631,2,0,1,2,0,0,0,155,2018,8,16,1,0,0,0,68.0,1,1
10632,2,0,2,3,0,0,0,25,2017,11,20,0,0,0,0,161.5,0,0
10633,2,0,2,4,1,0,0,18,2018,9,26,1,0,0,0,65.0,3,0
10634,1,0,0,2,0,0,0,0,2017,10,7,2,1,0,1,76.5,0,0
10635,2,0,0,3,0,0,0,113,2017,7,12,1,0,0,0,75.0,1,0
10636,2,0,0,2,0,0,0,245,2018,6,17,1,0,0,0,122.65,1,1
10637,2,0,0,3,2,0,0,64,2018,12,29,1,0,0,0,90.9,4,0
10638,1,0,0,1,0,0,0,80,2018,4,5,1,0,0,0,101.5,0,1
10639,2,0,2,1,2,0,0,39,2017,8,14,0,0,0,0,101.5,0,0
10640,2,0,0,2,2,0,0,39,2017,8,12,0,0,0,0,132.3,0,1
10641,2,0,0,5,0,0,1,129,2018,10,6,1,0,0,0,118.2,0,1
10642,2,0,1,4,0,0,1,54,2017,12,30,1,0,0,0,107.95,1,1
10643,2,0,0,4,2,0,1,69,2018,4,12,0,0,0,0,131.4,0,0
10644,1,0,2,9,0,0,1,52,2018,3,30,1,0,0,0,96.3,0,1
10645,2,0,0,1,0,0,0,215,2018,8,20,1,0,0,0,80.0,0,1
10646,1,0,0,2,2,0,0,1,2017,9,4,0,0,0,0,228.33,0,0
10647,2,0,0,2,2,0,0,7,2018,8,14,1,0,0,0,116.55,0,1
10648,2,0,1,3,0,0,0,230,2018,9,19,1,0,0,0,89.0,0,1
10649,2,0,0,3,0,0,1,304,2018,11,3,1,0,0,0,132.45,1,1
10650,2,0,1,5,0,0,1,60,2018,8,7,1,0,0,0,112.0,1,0
10651,2,0,1,2,0,0,0,48,2018,8,29,0,0,0,0,103.05,0,0
10652,1,0,1,0,1,0,0,131,2018,10,10,1,0,0,0,189.9,1,0
10653,2,2,1,2,0,0,3,44,2018,7,18,1,0,0,0,111.35,2,1
10654,2,0,2,5,0,0,1,187,2018,8,28,1,0,0,0,67.0,0,1
10655,1,0,0,1,0,1,0,1,2018,6,21,2,1,1,2,114.75,0,0
10656,2,0,2,5,0,0,0,176,2018,8,6,1,0,0,0,90.67,0,1
10657,2,0,1,2,0,0,0,57,2018,6,2,0,0,0,0,77.0,1,0
10658,2,1,1,0,0,0,0,0,2018,12,21,2,1,0,1,60.0,3,0
10659,2,0,2,1,0,0,0,46,2018,1,23,0,0,0,0,97.5,0,0
10660,2,0,2,5,0,0,1,11,2017,8,28,0,0,0,0,60.0,0,0
10661,2,0,1,2,0,0,0,32,2018,1,1,0,0,0,0,115.03,0,0
10662,2,1,1,2,0,0,0,64,2018,4,25,1,0,0,0,83.03,2,0
10663,2,2,2,6,0,0,2,5,2018,2,5,1,0,0,0,87.5,1,1
10664,1,0,0,2,0,0,0,86,2017,9,24,2,0,0,0,76.5,0,0
10665,2,0,2,4,0,0,0,92,2017,7,9,1,0,0,0,130.0,2,1
10666,2,0,0,3,0,0,0,213,2018,6,14,0,0,0,0,63.75,0,1
10667,1,0,0,3,0,0,0,78,2018,3,29,1,0,0,0,90.95,1,0
10668,2,0,1,5,0,0,0,228,2018,8,27,1,0,0,0,65.0,0,1
10669,1,0,0,3,0,0,0,99,2018,2,19,2,0,0,0,88.0,0,0
10670,1,0,0,1,1,0,0,73,2018,11,26,1,0,0,0,149.4,1,1
10671,2,0,2,3,0,0,1,77,2018,8,14,1,0,0,0,37.33,2,0
10672,1,0,0,3,0,0,0,65,2017,11,1,0,0,0,0,105.3,0,0
10673,2,0,1,1,0,0,0,121,2018,5,23,1,0,0,0,140.4,1,1
10674,2,0,1,2,0,0,1,112,2018,6,18,1,0,0,0,75.0,0,1
10675,2,0,1,2,0,0,0,109,2018,5,30,0,0,0,0,96.3,0,0
10676,2,0,1,3,0,0,0,130,2018,6,26,1,0,0,0,106.25,0,0
10677,2,0,2,4,2,0,0,126,2018,7,25,0,0,0,0,68.0,1,0
10678,2,0,2,8,0,0,0,157,2018,7,16,0,0,0,0,52.0,0,1
10679,2,0,0,3,0,0,0,53,2018,1,14,0,0,0,0,99.45,1,0
10680,2,0,1,4,0,0,0,171,2018,8,5,1,0,0,0,119.07,0,1
10681,2,1,0,1,0,0,1,66,2018,10,2,1,0,0,0,95.0,0,1
10682,2,0,0,3,0,0,0,250,2018,9,8,0,0,0,0,110.0,0,1
10683,2,0,1,0,0,0,0,263,2018,4,21,0,0,0,0,118.0,0,1
10684,2,1,0,1,0,0,0,23,2018,9,8,1,0,0,0,63.55,1,1
10685,2,0,2,3,0,0,0,56,2018,3,1,1,0,0,0,76.5,1,0
10686,2,0,2,1,0,0,2,108,2017,8,10,1,0,0,0,152.81,0,1
10687,3,0,1,5,0,0,3,31,2018,9,12,1,0,0,0,100.0,1,0
10688,1,0,0,2,0,0,0,14,2017,11,15,0,0,0,0,67.0,0,0
